model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
resunet,cvc_dedup,43,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet/seed43/best_model.pth,2381635af03a7e213166d950f75f73cc3d4f1932d5e7e4e1203f1766af11727e,6,0.88012015700348,,True,1,Kvasir-SEG fixed validation subset only,hflip,0.5,350,0.6906475095587534,0.3196763033054114,0.6013473427685129,0.30778983702857826,53.22051428690036,87.35851500894735,0.05253915973805955,0.06424428575765509
