model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
resunet,cvc,42,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet/seed42/best_model.pth,42a47689f44529b4b5502f7278fedaa1d9afa0c3780d1a3a0e2469299f4f1dcd,4,0.8749936485291776,,False,1,Kvasir-SEG fixed validation subset only,hflip,0.5,380,0.6677237159652737,0.34173121318667915,0.5831435242604002,0.32431459569429644,68.67653240623538,114.83251950270972,0.07320809140801429,0.08067608756037017
