model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
deeplabv3p,cvc,42,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/deeplabv3p/seed42/best_model.pth,f81886358df1a8e6b998111f28be6822c9040c5f17f6a356139eb58c687f1494,6,0.8665509954097065,,False,1,Kvasir-SEG fixed validation subset only,hflip,0.5,380,0.6794978908261335,0.2988580787094176,0.5794011516045916,0.29174170481024636,48.0550296214563,83.01010001650135,0.05738745434577332,0.07298808438003918
