model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
resunet_dsp,kvasir,42,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet_dsp/seed42/best_model.pth,d75c4c6ffd18e3f689587d60ef1df0c51b945256adc7e5db5ff78bbc079e0d7e,3,0.8811205351370174,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet/seed42/best_model.pth,False,1,Kvasir-SEG fixed validation subset only,plain,0.525,100,0.8711522034555673,0.1690894811042289,0.8009492262080312,0.2002033555794549,21.979832068081297,30.346205513875034,0.06377127595245838,0.05351943603704203
