image,dice,iou,hd95,mae
1.png,0.6305732727050781,0.46046510338783264,10.790830127930498,0.017047174274921417
10.png,7.24637710947107e-11,7.24637710947107e-11,362.03867196751236,0.044578779488801956
100.png,0.8004473447799683,0.6672882437705994,47.29536182970504,0.032592590898275375
101.png,0.8896896839141846,0.8012982606887817,7.255957320857128,0.01563776470720768
102.png,0.6946956515312195,0.5322096943855286,25.722303662380124,0.051516931504011154
103.png,0.856895387172699,0.7496211528778076,14.847134989151716,0.04160629212856293
104.png,0.9502647519111633,0.9052423238754272,9.433981132056603,0.03485902398824692
105.png,0.8923438191413879,0.8056144714355469,18.027756377319946,0.05714751034975052
106.png,1.7202820765116478e-11,1.7202820765116478e-11,362.03867196751236,0.1682119369506836
107.png,0.6634926199913025,0.496437668800354,68.88180328321535,0.08232852816581726
108.png,0.7402119040489197,0.5875685811042786,44.25136470252244,0.045958444476127625
109.png,0.8988523483276367,0.8162868022918701,21.540659228538015,0.017803695052862167
11.png,0.9098994135856628,0.8346930742263794,8.51464255977805,0.05588425695896149
110.png,0.9045237302780151,0.825689971446991,25.198082026744974,0.020824816077947617
111.png,0.861248254776001,0.7563090324401855,37.6923581032884,0.03206370025873184
112.png,0.8633142113685608,0.7595011591911316,24.778998778897034,0.02674887329339981
113.png,0.7223696112632751,0.5653979182243347,25.493134895701512,0.04113071411848068
114.png,0.6721720695495605,0.5062192678451538,55.767111418748925,0.04001317173242569
115.png,0.29348987340927124,0.17198248207569122,25.029964086141668,0.028072018176317215
116.png,1.0869565664206604e-10,1.0869565664206604e-10,76.19317005295459,0.03900652378797531
117.png,0.7395614385604858,0.586749255657196,30.00832179129826,0.022572001442313194
118.png,0.7530443072319031,0.6039062738418579,31.03760997494526,0.022983884438872337
119.png,0.6461020708084106,0.4772162437438965,98.34843754848607,0.026490040123462677
12.png,0.8408163189888,0.7253521084785461,10.0,0.10072427988052368
120.png,0.7043343782424927,0.5436081290245056,41.383520368571496,0.026160828769207
121.png,0.6654072403907776,0.49858447909355164,89.1625810618567,0.11091230809688568
122.png,0.7603344321250916,0.6133383512496948,67.70708744130104,0.07105012983083725
123.png,0.7863074541091919,0.6478638052940369,52.86197510375985,0.05882744491100311
124.png,0.0015261350199580193,0.0007636502268724144,69.02897942168927,0.16411307454109192
125.png,0.8799906373023987,0.7856993675231934,12.836753236814706,0.039019934833049774
126.png,0.68288254737854,0.5184674263000488,24.090726432368374,0.06295385211706161
127.png,0.8634464740753174,0.7597059011459351,13.408522405707545,0.03562219813466072
128.png,0.8976001739501953,0.8142238259315491,25.80697580112788,0.03307094797492027
129.png,0.9229464530944824,0.8569178581237793,8.925839224071177,0.030406614765524864
13.png,0.8588162660598755,0.7525661587715149,5.656854249492381,0.04883824288845062
130.png,0.9312059879302979,0.8712679743766785,11.961462294014282,0.027965925633907318
131.png,0.5878993272781372,0.41632962226867676,57.27914099514141,0.052834026515483856
132.png,0.9390265941619873,0.8850613832473755,4.0,0.0209563709795475
133.png,0.9516053199768066,0.9076785445213318,3.0,0.013684231787919998
134.png,0.9697390198707581,0.9412557482719421,2.0,0.012836490757763386
135.png,0.9559001922607422,0.9155256748199463,3.0,0.01605868712067604
136.png,0.9335020780563354,0.8752966523170471,4.0,0.02045852318406105
137.png,0.9501356482505798,0.9050079584121704,8.97213595499958,0.034234561026096344
138.png,0.9608428478240967,0.9246366620063782,5.0,0.033454813063144684
139.png,0.7496293187141418,0.5995256304740906,46.24847011738609,0.04507671296596527
14.png,0.9775529503822327,0.9560915231704712,2.0,0.010695666074752808
140.png,0.949225664138794,0.9033582210540771,3.0,0.020436398684978485
141.png,0.935238242149353,0.8783544898033142,4.47213595499958,0.022054536268115044
142.png,0.9613741040229797,0.9256211519241333,3.0,0.016471128910779953
143.png,0.9077646136283875,0.8311071395874023,27.004608951731576,0.016826918348670006
144.png,0.9346382021903992,0.877296507358551,6.0,0.028193937614560127
145.png,0.9547006487846375,0.9133275151252747,6.0,0.02668077126145363
146.png,0.8813847899436951,0.7879248857498169,29.888625994370642,0.020346801728010178
147.png,0.9249958395957947,0.8604578971862793,4.0,0.01664048805832863
148.png,0.9390257596969604,0.8850599527359009,4.0,0.023668330162763596
149.png,0.9423326849937439,0.890953779220581,9.219544457292887,0.022099237889051437
15.png,0.8283230662345886,0.7069551944732666,149.05141362186933,0.021116532385349274
150.png,0.945980429649353,0.8974980115890503,6.0,0.01807689666748047
151.png,0.9453268051147461,0.8963220119476318,4.0,0.01642533577978611
152.png,0.8299257755279541,0.7092933058738708,80.37941520000737,0.039521753787994385
153.png,0.7425997257232666,0.5905834436416626,38.600518131237564,0.05286232382059097
154.png,0.5104289650917053,0.34266841411590576,81.13197401257702,0.07747413218021393
155.png,0.8976473212242126,0.8143013715744019,8.94427190999916,0.03146012872457504
156.png,0.8334746956825256,0.714493453502655,9.433981132056603,0.01952151395380497
157.png,0.9229274392127991,0.8568851351737976,3.0,0.011739584617316723
158.png,0.8787782192230225,0.7837684154510498,111.22948422795037,0.012668010778725147
159.png,0.9479905366897583,0.901123583316803,2.16524758424985,0.0091946329921484
16.png,0.9552048444747925,0.9142508506774902,5.079215610874223,0.02120387740433216
160.png,0.8822606205940247,0.7893258333206177,4.47213595499958,0.011688202619552612
161.png,0.9248480796813965,0.8602022528648376,3.0,0.010448544286191463
162.png,0.9108231663703918,0.8362491130828857,5.0990195135927845,0.013062970712780952
163.png,0.9589327573776245,0.9211055040359497,2.854163056034258,0.011412416584789753
164.png,0.9368285536766052,0.8811641335487366,4.0,0.011582466773688793
165.png,0.9668072462081909,0.9357472658157349,3.605551275463989,0.010411463677883148
166.png,0.9357745051383972,0.8793009519577026,6.708203932499369,0.018411245197057724
167.png,0.87117600440979,0.7717553377151489,11.77852493303972,0.014877860434353352
168.png,0.8525661826133728,0.7430199384689331,12.0,0.01653926633298397
169.png,0.9383452534675598,0.8838516473770142,4.47213595499958,0.013275237753987312
17.png,0.946314811706543,0.8981001973152161,4.242640687119285,0.015876425430178642
170.png,0.932213306427002,0.8730332851409912,7.0710678118654755,0.02152484841644764
171.png,0.9718120694160461,0.9451696872711182,5.0990195135927845,0.025655260309576988
172.png,0.9443112015724182,0.8944977521896362,2.23606797749979,0.009620165452361107
173.png,0.9367307424545288,0.8809910416603088,4.0,0.013799254782497883
174.png,0.9611780643463135,0.9252577424049377,2.23606797749979,0.008702846243977547
175.png,0.8992189168930054,0.8168916702270508,10.198039027185569,0.015212753787636757
176.png,0.9505677819252014,0.9057924747467041,4.47213595499958,0.011595284566283226
177.png,0.9411764740943909,0.8888888955116272,3.0,0.008963305503129959
178.png,0.9323040246963501,0.8731924295425415,4.0,0.01024070754647255
179.png,0.9397144317626953,0.8862842917442322,2.23606797749979,0.011100063100457191
18.png,0.9382190108299255,0.8836275935173035,5.0,0.014173724688589573
180.png,0.9423657059669495,0.8910128474235535,3.0,0.011769009754061699
181.png,0.9425444602966309,0.8913324475288391,3.2287687024627107,0.010598307475447655
182.png,0.9320548176765442,0.872755229473114,4.0,0.010629030875861645
183.png,0.9364407062530518,0.8804780840873718,2.23606797749979,0.010967426002025604
184.png,0.9154196381568909,0.8440312147140503,3.0,0.009843766689300537
185.png,0.8383098840713501,0.7216295003890991,5.0,0.009916854090988636
186.png,0.9442657828330994,0.8944162726402283,2.23606797749979,0.007448308169841766
187.png,0.9176470637321472,0.8478260636329651,2.5618655084853,0.008264441974461079
188.png,0.9266101121902466,0.8632557988166809,2.0,0.007832258939743042
189.png,0.9513343572616577,0.9071856141090393,2.8284271247461903,0.009276477620005608
19.png,0.9577666521072388,0.9189560413360596,3.0,0.013179298490285873
190.png,0.9166666865348816,0.8461538553237915,4.123105625617661,0.009932003915309906
191.png,0.964759349822998,0.9319180250167847,2.4433936790360096,0.010666110552847385
192.png,0.9529330134391785,0.9100974202156067,3.605551275463989,0.011283015832304955
193.png,0.9516448378562927,0.9077504873275757,3.605551275463989,0.011063212528824806
194.png,0.9497326016426086,0.904276967048645,3.0,0.010606937110424042
195.png,0.915786623954773,0.8446553349494934,5.0,0.010547816753387451
196.png,0.9709318280220032,0.9435058236122131,1.4142135623730951,0.009544633328914642
197.png,0.953346848487854,0.9108527302742004,2.8284271247461903,0.011518113315105438
198.png,0.8887245655059814,0.7997338771820068,5.0,0.012391490861773491
199.png,0.9296788573265076,0.8685980439186096,5.0,0.01093590259552002
2.png,4.115226492906743e-10,4.115226492906743e-10,362.03867196751236,0.011625329963862896
20.png,0.9570037722587585,0.9175524711608887,5.0,0.02151460573077202
200.png,0.9389587044715881,0.8849408030509949,2.23606797749979,0.007918711751699448
201.png,0.8768577575683594,0.7807183265686035,5.0,0.009173843078315258
202.png,0.9016933441162109,0.8209850192070007,5.127634042946947,0.013275360688567162
203.png,0.9510447978973389,0.9066590666770935,3.0,0.008478322997689247
204.png,0.5019702911376953,0.33508700132369995,35.33097633984536,0.03644897788763046
205.png,0.467971533536911,0.30545875430107117,25.0,0.028279712423682213
206.png,0.4024440050125122,0.25191229581832886,27.567248348393566,0.03303363174200058
207.png,0.5239197611808777,0.35493987798690796,29.08430768998545,0.03121773898601532
208.png,0.39410480856895447,0.24541129171848297,25.0,0.02924865484237671
209.png,0.7784275412559509,0.6372340321540833,5.830951894845301,0.013029681518673897
21.png,0.9220792055130005,0.8554238677024841,7.0,0.028194395825266838
210.png,0.9061862826347351,0.8284648656845093,3.0,0.012333746999502182
211.png,0.8221978545188904,0.6980780959129333,6.810332556124589,0.019172804430127144
212.png,0.9396067261695862,0.8860927224159241,3.605551275463989,0.013068047352135181
213.png,0.9188787937164307,0.8499312996864319,4.0,0.013664094731211662
214.png,0.93388831615448,0.8759760856628418,3.0,0.010244305245578289
215.png,0.9328477382659912,0.8741467595100403,4.0,0.010859519243240356
216.png,0.9197555780410767,0.8514328598976135,4.123105625617661,0.013390760868787766
217.png,0.36495521664619446,0.22320809960365295,153.0,0.10054311156272888
218.png,0.9610697627067566,0.9250571131706238,2.8284271247461903,0.012516345828771591
219.png,0.9444654583930969,0.8947744965553284,5.0,0.01289436873048544
22.png,0.8504524827003479,0.7398149967193604,14.953124061561475,0.04187537729740143
220.png,0.9616453647613525,0.9261242151260376,2.8284271247461903,0.009763257578015327
221.png,0.943599283695221,0.8932209610939026,4.0,0.012868966907262802
222.png,0.9460281133651733,0.8975838422775269,5.656854249492381,0.016905751079320908
223.png,0.9233676195144653,0.8576443195343018,8.06225774829855,0.013648000545799732
224.png,0.9167962670326233,0.8463747501373291,2.8284271247461903,0.011269917711615562
225.png,0.6778087019920349,0.5126404762268066,10.506750265248984,0.012931527569890022
226.png,0.8843641877174377,0.7926997542381287,7.0,0.022535452619194984
227.png,0.8663181066513062,0.7641632556915283,26.939679884762427,0.06397604197263718
