model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
resunet_dsp,cvc,42,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet_dsp/seed42/best_model.pth,d75c4c6ffd18e3f689587d60ef1df0c51b945256adc7e5db5ff78bbc079e0d7e,3,0.8811205351370174,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet/seed42/best_model.pth,False,1,Kvasir-SEG fixed validation subset only,plain,0.525,380,0.6833200246944844,0.3214315812566453,0.5928347915426894,0.3075453441759896,57.521062138001156,99.82294279597227,0.05942945014195223,0.07399714805698915
