image,dice,iou,hd95,mae
cju5wqonpm0e60801z88ewmy1.jpg,0.92304927110672,0.8570951819419861,4.242640687119285,0.021620385348796844
cju7db7lp2f400755tntd1ohf.jpg,0.5752593278884888,0.4037642478942871,43.815284351727115,0.15800872445106506
cju2p91qir00k08350ddfif0w.jpg,0.9282254576683044,0.8660640716552734,6.708203932499369,0.02876267582178116
cju7d8m3b2e210755l8fj1yph.jpg,0.42691147327423096,0.27138426899909973,74.2418268777855,0.19312292337417603
cju5uxjnol2r509871qv2yeia.jpg,0.9619478583335876,0.9266855120658875,3.605551275463989,0.021038707345724106
cju5wj0faly5008187n6530af.jpg,0.9427650570869446,0.891727089881897,7.0,0.02434678003191948
cju1h89h6xbnx08352k2790o9.jpg,0.9665318131446838,0.9352313280105591,3.1622776601683795,0.019465722143650055
cju2oi8sq0i2y0801mektzvw8.jpg,0.9200881719589233,0.8520030975341797,31.024180977036245,0.13630184531211853
cju43o6n7m9nk087191ijwqq9.jpg,0.9595298767089844,0.9222080707550049,4.0,0.02159266173839569
cju0tl3uz8blh0993wxvn7ly3.jpg,0.13348765671253204,0.07151715457439423,76.05754366701403,0.08632537722587585
cju85l4yjlops0801fvmnwptf.jpg,0.9727802276611328,0.9470030069351196,6.708203932499369,0.04692379757761955
cju1fyb1d69et0878muzdak9u.jpg,0.748487651348114,0.5980665683746338,33.83266897915169,0.08696740865707397
cju7b3f5h1sm40755i572jden.jpg,0.9307127594947815,0.8704047799110413,13.0,0.03755737096071243
cju1ffnjn6ctm08015perkg37.jpg,0.9118732810020447,0.8380212187767029,19.77621778825113,0.06687235832214355
cju2iatlki5u309930zmgkv6h.jpg,0.8984842300415039,0.8156799077987671,28.892811028549666,0.06458970904350281
cju2lejzcy4pc0878c9rlonot.jpg,0.9788352251052856,0.958547830581665,2.8284271247461903,0.03016700968146324
cju8ando2qqdo0818ck7i1be1.jpg,0.958914041519165,0.92107093334198,3.0,0.024325381964445114
cju7dqcwi2dz00850gcmr2ert.jpg,0.9118885397911072,0.8380469679832458,8.54400374531753,0.026134714484214783
cju34o6dbd2lo0855aqlcy1hs.jpg,0.9530134201049805,0.9102442264556885,3.1622776601683795,0.017618147656321526
cju8c5zcbsdfz0801o5t6jag1.jpg,0.9075230360031128,0.8307022452354431,6.60142603922608,0.018479760736227036
cju422cm8lfxn0818ojicxejb.jpg,0.9670750498771667,0.9362490773200989,2.8284271247461903,0.023088363930583
cju7fazv92ywx0755xov2erga.jpg,0.9833254218101501,0.9671977758407593,16.347994811337387,0.042387619614601135
cju45v0pungu40871acnwtmu5.jpg,0.9601767659187317,0.923403799533844,6.0,0.03836219012737274
cju3xjqtpikx50817tppy6g84.jpg,0.9353986978530884,0.8786376118659973,88.11041011021742,0.0683026909828186
cju2r11x7sdgx0988o8ule0wl.jpg,0.9701131582260132,0.9419609308242798,3.1622776601683795,0.025267817080020905
cju8dpa89u6l80818dj6lldh9.jpg,0.6926099061965942,0.5297653079032898,52.35975392770843,0.12651613354682922
cju7d6ux323ze0987xos3srkx.jpg,0.9726590514183044,0.9467734098434448,10.047381840064848,0.05048740655183792
cju5wkonqlrl409877y8zvnub.jpg,0.9549701809883118,0.9138209819793701,9.219544457292887,0.03767984360456467
