model,dataset,seed,split_seed,checkpoint,checkpoint_sha256,best_epoch,best_val_dice,init_checkpoint,deduplicate_exact_pairs,mc_samples,calibration_dataset,inference_mode,threshold,n_images,dice,dice_std_images,iou,iou_std_images,hd95,hd95_std_images,mae,mae_std_images
resunet_spc,kvasir,43,20260822,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet_spc/seed43/best_model.pth,dc2db1f677e251a53a0d8b8c0e068d6fadd22eb6872ec42b32b4ff3fc21ebf54,2,0.8850143870711915,<EXPERIMENT_ROOT>/bspc_optimized_runs/resunet/seed43/best_model.pth,False,1,Kvasir-SEG fixed validation subset only,hflip,0.5,100,0.8815978306531906,0.16233383435688187,0.8151969838887453,0.19063337056895385,19.349234260381618,26.26407338028074,0.047732043722644446,0.055777858594487875
